"vote","leave","education","age"
"stay",0,5,69
"leave",1,2,53
"don't know",NA,4,51
"stay",0,4,53
"leave",1,3,27
"stay",0,NA,49
"leave",1,3,29
"leave",1,2,70
"leave",1,3,74
"leave",1,3,42
"stay",0,3,23
"leave",1,NA,68
"leave",1,3,19
"leave",1,1,82
"stay",0,2,18
"stay",0,3,18
"leave",1,2,26
"don't know",NA,NA,68
"leave",1,4,42
"leave",1,3,54
"leave",1,3,21
"stay",0,3,21
"leave",1,3,48
"stay",0,3,22
"leave",1,4,67
"stay",0,5,27
"leave",1,1,66
"stay",0,4,28
"leave",1,2,25
"stay",0,3,58
"stay",0,5,36
"stay",0,3,19
"won't vote",NA,2,49
"stay",0,4,29
"won't vote",NA,NA,32
"leave",1,NA,61
"leave",1,NA,56
"stay",0,NA,20
"stay",0,3,21
"stay",0,5,34
"stay",0,3,19
"leave",1,3,20
"stay",0,3,19
"leave",1,4,47
"stay",0,4,24
"stay",0,4,56
"stay",0,4,70
"stay",0,5,59
"leave",1,4,50
"leave",1,2,19
"stay",0,4,21
"stay",0,4,24
"leave",1,3,63
"stay",0,4,30
"stay",0,4,56
"leave",1,NA,44
"stay",0,4,58
"stay",0,4,24
"leave",1,2,69
"won't vote",NA,NA,46
"stay",0,3,20
"leave",1,4,34
"leave",1,NA,63
"stay",0,4,48
"stay",0,4,38
"stay",0,3,18
"leave",1,4,50
"stay",0,2,18
"don't know",NA,3,19
"stay",0,4,23
"leave",1,2,44
"leave",1,4,36
"stay",0,3,47
"stay",0,2,18
"won't vote",NA,NA,19
"stay",0,3,20
"stay",0,4,18
"stay",0,4,55
"stay",0,NA,49
"stay",0,5,53
"leave",1,4,61
"stay",0,2,50
"leave",1,NA,55
"stay",0,4,51
"leave",1,3,47
"stay",0,2,48
"leave",1,4,51
"stay",0,3,28
"don't know",NA,1,48
"stay",0,3,25
"leave",1,1,58
"stay",0,4,51
"leave",1,3,30
"leave",1,3,23
"leave",1,4,23
"stay",0,4,25
"leave",1,NA,57
"stay",0,4,55
"stay",0,NA,50
"leave",1,2,55
"stay",0,3,19
"stay",0,4,21
"stay",0,4,33
"stay",0,3,19
"leave",1,4,60
"stay",0,4,29
"leave",1,2,40
"don't know",NA,1,37
"stay",0,4,34
"leave",1,4,44
"leave",1,3,30
"leave",1,2,50
"leave",1,4,66
"leave",1,2,53
"stay",0,3,59
"leave",1,3,22
"stay",0,NA,35
"don't know",NA,NA,36
"stay",0,4,52
"leave",1,4,53
"leave",1,2,29
"stay",0,5,42
"leave",1,3,62
"stay",0,3,73
"stay",0,2,24
"leave",1,3,63
"leave",1,3,46
"stay",0,NA,21
"stay",0,4,35
"leave",1,2,40
"leave",1,2,57
"stay",0,2,50
"leave",1,1,54
"leave",1,NA,35
"leave",1,4,80
"leave",1,2,56
"leave",1,2,45
"leave",1,3,58
"leave",1,3,60
"stay",0,4,48
"leave",1,1,62
"won't vote",NA,3,23
"don't know",NA,3,49
"won't vote",NA,NA,57
"leave",1,NA,31
"stay",0,4,25
"don't know",NA,3,37
"stay",0,3,24
"leave",1,1,49
"leave",1,4,64
"stay",0,2,41
"leave",1,3,30
"don't know",NA,3,53
"stay",0,2,18
"stay",0,5,30
"leave",1,NA,66
"stay",0,3,55
"stay",0,4,40
"stay",0,4,19
"leave",1,NA,63
"leave",1,2,42
"leave",1,1,66
"stay",0,4,21
"don't know",NA,2,66
"leave",1,NA,41
"leave",1,1,68
"stay",0,4,21
"stay",0,3,21
"leave",1,2,59
"stay",0,5,38
"leave",1,2,54
"leave",1,3,42
"stay",0,3,28
"leave",1,3,47
"leave",1,4,57
"stay",0,4,21
"stay",0,3,19
"leave",1,4,45
"stay",0,3,20
"stay",0,4,57
"leave",1,2,69
"leave",1,1,57
"leave",1,2,50
"stay",0,3,40
"leave",1,2,19
"stay",0,5,50
"leave",1,5,24
"leave",1,3,69
"stay",0,4,21
"stay",0,3,20
"won't vote",NA,NA,32
"stay",0,3,19
"leave",1,NA,25
"won't vote",NA,4,60
"stay",0,2,48
"don't know",NA,2,55
"stay",0,4,26
"stay",0,4,34
"leave",1,NA,72
"stay",0,4,34
"leave",1,4,36
"leave",1,4,49
"leave",1,4,35
"stay",0,3,19
"stay",0,3,19
"leave",1,3,54
"leave",1,4,21
"leave",1,2,61
"leave",1,2,35
"leave",1,1,46
"won't vote",NA,NA,22
"stay",0,3,53
"stay",0,4,51
"leave",1,4,21
"leave",1,4,50
"leave",1,4,64
"stay",0,3,34
"stay",0,NA,37
"stay",0,2,68
"stay",0,4,47
"stay",0,4,61
"leave",1,1,67
"leave",1,1,66
"leave",1,4,28
"stay",0,4,50
"leave",1,3,49
"stay",0,2,62
"leave",1,4,23
"leave",1,3,49
"stay",0,4,54
"leave",1,3,21
"stay",0,2,59
"leave",1,3,63
"leave",1,4,22
"stay",0,3,21
"stay",0,5,24
"leave",1,3,21
"stay",0,4,21
"leave",1,3,18
"leave",1,2,56
"stay",0,3,52
"stay",0,3,23
"stay",0,3,42
"stay",0,2,62
"stay",0,3,20
"leave",1,2,47
"stay",0,NA,51
"stay",0,4,65
"leave",1,NA,72
"stay",0,3,37
"stay",0,3,18
"leave",1,3,26
"leave",1,1,58
"stay",0,5,22
"stay",0,4,22
"leave",1,4,50
"leave",1,2,53
"leave",1,2,70
"stay",0,4,24
"stay",0,3,26
"stay",0,4,57
"leave",1,NA,68
"don't know",NA,2,44
"stay",0,NA,30
"leave",1,NA,64
"leave",1,2,53
"stay",0,4,21
"leave",1,3,74
"stay",0,NA,18
"stay",0,1,39
"leave",1,3,54
"leave",1,2,59
"leave",1,NA,32
"stay",0,4,33
"leave",1,NA,50
"stay",0,3,21
"stay",0,5,27
"don't know",NA,2,46
"leave",1,2,47
"stay",0,2,35
"leave",1,3,53
"leave",1,2,61
"stay",0,3,19
"stay",0,4,23
"stay",0,1,24
"stay",0,2,26
"leave",1,4,55
"stay",0,3,22
"leave",1,NA,78
"stay",0,3,49
"leave",1,2,41
"don't know",NA,2,25
"leave",1,4,24
"stay",0,5,23
"leave",1,4,55
"stay",0,4,36
"don't know",NA,3,57
"leave",1,4,26
"stay",0,5,27
"don't know",NA,3,22
"leave",1,4,78
"stay",0,2,33
"leave",1,4,48
"stay",0,3,47
"stay",0,4,22
"leave",1,4,67
"stay",0,4,22
"leave",1,2,36
"stay",0,3,20
"won't vote",NA,4,23
"stay",0,3,21
"stay",0,5,55
"stay",0,5,23
"stay",0,4,41
"stay",0,2,57
"stay",0,4,60
"leave",1,3,41
"leave",1,2,64
"leave",1,1,67
"leave",1,2,63
"stay",0,2,39
"leave",1,4,22
"stay",0,4,37
"leave",1,4,69
"stay",0,3,22
"leave",1,4,73
"stay",0,4,36
"leave",1,3,37
"stay",0,4,32
"stay",0,4,56
"stay",0,4,29
"stay",0,4,25
"stay",0,4,27
"leave",1,4,66
"stay",0,3,46
"stay",0,5,57
"leave",1,2,57
"don't know",NA,3,48
"stay",0,4,46
"don't know",NA,NA,33
"stay",0,4,58
"stay",0,2,59
"stay",0,5,42
"leave",1,4,27
"stay",0,4,42
"leave",1,4,68
"stay",0,4,69
"leave",1,4,58
"stay",0,3,62
"leave",1,NA,57
"stay",0,3,51
"leave",1,2,56
"don't know",NA,4,31
"stay",0,3,59
"leave",1,4,46
"stay",0,4,39
"don't know",NA,2,52
"don't know",NA,4,44
"stay",0,4,22
"leave",1,NA,67
"leave",1,2,67
"leave",1,NA,42
"leave",1,2,50
"leave",1,NA,50
"leave",1,3,35
"leave",1,3,30
"stay",0,4,59
"leave",1,2,49
"leave",1,2,72
"leave",1,1,65
"stay",0,NA,47
"stay",0,3,50
"leave",1,2,57
"stay",0,3,37
"stay",0,NA,62
"stay",0,4,24
"leave",1,NA,70
"leave",1,NA,53
"stay",0,5,24
"leave",1,4,39
"stay",0,3,59
"leave",1,NA,54
"leave",1,3,40
"don't know",NA,2,48
"stay",0,NA,57
"stay",0,4,34
"leave",1,NA,50
"leave",1,NA,40
"leave",1,NA,71
"stay",0,3,65
"leave",1,4,53
"stay",0,2,38
"leave",1,4,69
"stay",0,NA,56
"don't know",NA,1,57
"stay",0,3,42
"leave",1,4,63
"leave",1,1,60
"stay",0,4,29
"leave",1,1,68
"leave",1,NA,73
"stay",0,3,63
"stay",0,1,50
"leave",1,4,58
"stay",0,2,34
"leave",1,4,31
"leave",1,3,56
"leave",1,4,62
"stay",0,NA,63
"don't know",NA,4,25
"leave",1,3,46
"leave",1,4,44
"stay",0,4,49
"stay",0,4,33
"leave",1,NA,51
"leave",1,NA,44
"stay",0,2,40
"leave",1,4,54
"leave",1,2,43
"leave",1,3,63
"stay",0,4,28
"leave",1,NA,59
"leave",1,2,57
"stay",0,NA,37
"stay",0,NA,29
"leave",1,3,50
"stay",0,4,34
"stay",0,4,44
"leave",1,5,60
"stay",0,5,35
"stay",0,5,60
"leave",1,3,62
"leave",1,2,55
"leave",1,1,69
"stay",0,4,42
"stay",0,1,51
"don't know",NA,4,65
"leave",1,4,69
"stay",0,4,53
"don't know",NA,4,70
"stay",0,3,58
"leave",1,2,49
"stay",0,4,43
"leave",1,3,26
"won't vote",NA,NA,56
"don't know",NA,5,28
"stay",0,4,21
"stay",0,4,22
"stay",0,4,21
"stay",0,4,22
"stay",0,4,23
"stay",0,3,21
"leave",1,NA,51
"stay",0,3,31
"stay",0,4,22
"leave",1,2,41
"stay",0,3,22
"leave",1,NA,28
"stay",0,NA,55
"stay",0,NA,22
"stay",0,3,20
"stay",0,4,23
"stay",0,2,45
"stay",0,4,26
"leave",1,2,55
"stay",0,4,22
"stay",0,4,28
"leave",1,NA,52
"leave",1,3,58
"leave",1,3,39
"leave",1,2,52
"stay",0,1,63
"stay",0,4,26
"stay",0,4,23
"stay",0,3,21
"stay",0,4,24
"won't vote",NA,3,39
"leave",1,2,64
"stay",0,3,19
"leave",1,2,27
"leave",1,2,65
"won't vote",NA,NA,25
"stay",0,1,59
"leave",1,4,44
"stay",0,3,20
"leave",1,4,24
"stay",0,3,19
"stay",0,3,37
"leave",1,2,48
"leave",1,4,62
"leave",1,4,50
"leave",1,1,64
"stay",0,3,21
"stay",0,3,71
"leave",1,2,54
"stay",0,4,19
"leave",1,4,25
"stay",0,4,39
"stay",0,3,20
"leave",1,4,26
"stay",0,4,59
"stay",0,4,28
"leave",1,1,66
"leave",1,2,42
"don't know",NA,2,60
"stay",0,NA,49
"stay",0,4,26
"leave",1,3,45
"leave",1,2,71
"leave",1,3,55
"stay",0,2,66
"leave",1,2,55
"stay",0,5,25
"leave",1,2,59
"won't vote",NA,NA,45
"leave",1,2,58
"leave",1,3,54
"don't know",NA,4,64
"stay",0,3,31
"stay",0,3,71
"stay",0,4,45
"don't know",NA,3,41
"stay",0,2,44
"stay",0,3,54
"leave",1,4,21
"stay",0,3,59
"leave",1,4,28
"leave",1,3,56
"stay",0,4,23
"stay",0,2,38
"leave",1,3,39
"don't know",NA,4,54
"don't know",NA,NA,59
"leave",1,NA,49
"stay",0,2,48
"leave",1,1,58
"stay",0,2,47
"stay",0,4,33
"stay",0,3,18
"leave",1,3,21
"stay",0,4,29
"stay",0,3,29
"leave",1,4,66
"leave",1,4,40
"leave",1,1,66
"stay",0,3,29
"stay",0,2,53
"leave",1,4,46
"leave",1,2,46
"stay",0,4,26
"won't vote",NA,2,34
"leave",1,3,67
"leave",1,3,66
"leave",1,4,27
"don't know",NA,2,34
"stay",0,5,26
"stay",0,2,32
"leave",1,2,54
"stay",0,4,46
"leave",1,2,54
"stay",0,4,49
"leave",1,NA,51
"stay",0,3,31
"stay",0,4,27
"leave",1,2,56
"stay",0,4,30
"leave",1,4,28
"leave",1,4,30
"don't know",NA,2,66
"leave",1,2,45
"stay",0,4,37
"stay",0,3,59
"leave",1,3,49
"leave",1,1,24
"leave",1,4,45
"stay",0,4,27
"don't know",NA,NA,51
"leave",1,1,57
"stay",0,NA,50
"don't know",NA,3,43
"don't know",NA,NA,54
"stay",0,4,44
"leave",1,2,65
"leave",1,1,71
"stay",0,5,86
"leave",1,4,23
"stay",0,3,51
"stay",0,3,46
"leave",1,2,76
"don't know",NA,4,36
"leave",1,4,60
"stay",0,4,36
"leave",1,2,34
"stay",0,3,42
"stay",0,3,83
"leave",1,4,49
"leave",1,1,61
"stay",0,2,53
"stay",0,2,29
"leave",1,4,60
"leave",1,4,61
"stay",0,4,24
"leave",1,2,53
"stay",0,4,30
"don't know",NA,2,50
"leave",1,NA,19
"won't vote",NA,1,18
"stay",0,3,45
"stay",0,4,27
"stay",0,3,18
"don't know",NA,2,53
"leave",1,4,46
"leave",1,NA,50
"leave",1,2,39
"leave",1,3,38
"stay",0,3,21
"stay",0,3,39
"leave",1,NA,67
"don't know",NA,NA,29
"don't know",NA,2,56
"stay",0,3,21
"stay",0,4,59
"leave",1,2,54
"won't vote",NA,2,50
"leave",1,NA,55
"stay",0,3,20
"don't know",NA,3,48
"leave",1,2,32
"leave",1,3,20
"won't vote",NA,3,41
"leave",1,3,37
"stay",0,3,31
"leave",1,5,55
"stay",0,2,65
"leave",1,2,69
"leave",1,1,61
"leave",1,2,34
"leave",1,1,68
"stay",0,4,42
"don't know",NA,2,48
"leave",1,NA,20
"leave",1,3,40
"stay",0,4,52
"stay",0,4,33
"leave",1,5,63
"leave",1,2,42
"leave",1,NA,69
"leave",1,1,70
"stay",0,5,32
"leave",1,4,50
"leave",1,2,46
"leave",1,3,67
"don't know",NA,2,41
"stay",0,3,30
"leave",1,2,78
"leave",1,3,53
"leave",1,4,63
"stay",0,3,68
"leave",1,2,61
"leave",1,NA,38
"stay",0,3,56
"leave",1,2,66
"leave",1,2,70
"stay",0,5,50
"leave",1,2,65
"stay",0,2,51
"won't vote",NA,2,21
"stay",0,4,24
"stay",0,2,53
"leave",1,4,54
"stay",0,5,37
"stay",0,4,24
"stay",0,5,36
"leave",1,1,46
"leave",1,NA,54
"leave",1,4,22
"stay",0,4,24
"leave",1,4,53
"leave",1,3,18
"leave",1,3,23
"stay",0,1,58
"won't vote",NA,2,19
"leave",1,NA,51
"stay",0,4,52
"stay",0,3,33
"leave",1,4,43
"stay",0,3,22
"stay",0,3,20
"stay",0,4,70
"leave",1,2,31
"leave",1,4,37
"don't know",NA,3,52
"leave",1,3,31
"leave",1,2,27
"stay",0,4,22
"leave",1,4,49
"stay",0,NA,29
"stay",0,3,23
"stay",0,5,56
"leave",1,2,47
"leave",1,3,47
"leave",1,4,54
"leave",1,NA,47
"stay",0,5,22
"don't know",NA,3,21
"stay",0,4,26
"leave",1,3,69
"stay",0,4,66
"leave",1,3,55
"leave",1,3,24
"stay",0,5,28
"leave",1,2,35
"won't vote",NA,2,41
"stay",0,3,39
"leave",1,3,59
"leave",1,3,53
"leave",1,2,36
"stay",0,3,46
"don't know",NA,4,22
"leave",1,2,46
"stay",0,4,19
"stay",0,5,52
"leave",1,1,67
"don't know",NA,3,58
"stay",0,2,54
"leave",1,2,22
"don't know",NA,2,54
"leave",1,NA,73
"stay",0,4,19
"leave",1,2,53
"leave",1,4,41
"stay",0,4,39
"stay",0,3,39
"leave",1,4,41
"leave",1,2,51
"stay",0,3,54
"leave",1,4,52
"stay",0,4,54
"stay",0,3,43
"leave",1,3,31
"stay",0,4,43
"leave",1,2,49
"stay",0,3,20
"stay",0,4,48
"leave",1,4,42
"stay",0,3,25
"leave",1,3,29
"leave",1,2,48
"leave",1,4,43
"stay",0,4,38
"leave",1,4,40
"leave",1,3,37
"stay",0,3,32
"stay",0,1,49
"don't know",NA,2,58
"don't know",NA,2,28
"don't know",NA,3,34
"leave",1,3,35
"leave",1,4,44
"leave",1,4,49
"leave",1,3,43
"don't know",NA,2,45
"don't know",NA,1,62
"stay",0,NA,38
"leave",1,2,50
"leave",1,3,34
"stay",0,4,33
"stay",0,3,48
"don't know",NA,NA,44
"leave",1,4,28
"leave",1,2,60
"stay",0,NA,47
"stay",0,1,73
"leave",1,2,36
"leave",1,2,59
"stay",0,4,29
"stay",0,3,18
"leave",1,3,49
"stay",0,3,19
"stay",0,3,20
"don't know",NA,NA,32
"stay",0,2,27
"leave",1,2,61
"stay",0,2,26
"leave",1,4,33
"leave",1,4,35
"leave",1,NA,54
"stay",0,4,23
"leave",1,3,35
"don't know",NA,3,37
"leave",1,4,58
"leave",1,4,68
"leave",1,4,51
"stay",0,4,55
"stay",0,2,53
"leave",1,NA,32
"leave",1,4,29
"leave",1,2,64
"leave",1,NA,46
"stay",0,5,36
"leave",1,5,68
"leave",1,2,59
"stay",0,2,56
"stay",0,4,31
"leave",1,3,30
"leave",1,2,56
"stay",0,NA,44
"stay",0,2,50
"don't know",NA,2,31
"leave",1,4,42
"leave",1,2,80
"stay",0,2,47
"leave",1,3,29
"stay",0,3,44
"stay",0,3,36
"stay",0,3,19
"stay",0,NA,33
"leave",1,NA,58
"stay",0,NA,26
"stay",0,4,23
"don't know",NA,NA,39
"leave",1,3,24
"stay",0,4,22
"won't vote",NA,NA,59
"don't know",NA,3,50
"leave",1,NA,49
"don't know",NA,3,46
"leave",1,4,66
"leave",1,3,56
"don't know",NA,NA,46
"stay",0,2,66
"don't know",NA,5,46
"leave",1,4,49
"leave",1,2,52
"leave",1,3,55
"stay",0,4,22
"leave",1,1,41
"leave",1,1,35
"leave",1,4,51
"stay",0,NA,70
"stay",0,4,26
"stay",0,5,33
"stay",0,5,54
"leave",1,2,46
"stay",0,4,26
"don't know",NA,2,59
"stay",0,3,44
"stay",0,4,27
"leave",1,3,66
"stay",0,4,43
"leave",1,2,44
"leave",1,3,37
"stay",0,3,18
"stay",0,1,52
"leave",1,2,53
"don't know",NA,3,33
"don't know",NA,2,58
"leave",1,5,26
"stay",0,3,30
"don't know",NA,3,23
"leave",1,2,53
"stay",0,5,24
"leave",1,1,40
"leave",1,2,64
"leave",1,NA,32
"leave",1,4,60
"leave",1,4,59
"leave",1,3,18
"leave",1,3,19
"stay",0,4,22
"leave",1,2,31
"stay",0,4,24
"stay",0,3,59
"stay",0,3,18
"leave",1,1,68
"stay",0,3,18
"don't know",NA,3,25
"leave",1,2,41
"leave",1,NA,21
"stay",0,5,35
"stay",0,4,62
"stay",0,5,47
"leave",1,3,53
"stay",0,5,53
"stay",0,3,20
"leave",1,1,51
"stay",0,5,18
"stay",0,2,56
"leave",1,NA,24
"leave",1,5,54
"leave",1,4,64
"stay",0,3,59
"leave",1,3,54
"don't know",NA,5,36
"leave",1,2,65
"stay",0,NA,51
"leave",1,2,36
"leave",1,2,69
"leave",1,3,56
"don't know",NA,4,26
"stay",0,5,59
"stay",0,4,56
"leave",1,NA,63
"stay",0,5,29
"leave",1,NA,54
"stay",0,3,24
"stay",0,2,56
"don't know",NA,2,64
"stay",0,NA,51
"don't know",NA,4,62
"leave",1,3,47
"leave",1,4,25
"leave",1,4,28
"leave",1,3,39
"leave",1,3,54
"don't know",NA,2,50
"leave",1,NA,47
"stay",0,3,20
"leave",1,4,44
"leave",1,NA,46
"stay",0,2,65
"stay",0,4,19
"leave",1,4,35
"stay",0,4,25
"leave",1,3,55
"stay",0,3,38
"leave",1,4,37
"leave",1,3,19
"leave",1,4,29
"stay",0,4,37
"stay",0,4,23
"stay",0,3,22
"stay",0,5,26
"stay",0,4,48
"stay",0,4,30
"stay",0,3,24
"stay",0,5,33
"leave",1,4,49
"stay",0,2,41
"stay",0,3,39
"stay",0,4,55
"stay",0,4,48
"leave",1,3,36
"stay",0,2,46
"leave",1,NA,66
"stay",0,NA,55
"stay",0,4,22
"won't vote",NA,2,28
"leave",1,4,42
"stay",0,4,64
"leave",1,NA,38
"leave",1,1,28
"leave",1,3,19
"leave",1,NA,79
"stay",0,5,68
"stay",0,4,59
"stay",0,2,40
"stay",0,4,32
"stay",0,5,28
"leave",1,1,80
"stay",0,4,51
"stay",0,3,58
"leave",1,4,46
"stay",0,5,24
"don't know",NA,3,47
"stay",0,5,26
"leave",1,NA,63
"leave",1,1,58
"leave",1,2,54
"stay",0,4,47
"leave",1,2,67
"stay",0,2,33
"leave",1,3,63
"leave",1,4,36
"leave",1,4,63
"stay",0,4,59
"stay",0,4,43
"leave",1,3,51
"stay",0,5,62
"won't vote",NA,3,24
"leave",1,2,27
"stay",0,4,23
"stay",0,4,24
"stay",0,4,23
"stay",0,3,39
"leave",1,3,33
"stay",0,4,23
"don't know",NA,NA,44
"leave",1,1,73
"stay",0,2,42
"stay",0,NA,42
"leave",1,2,72
"leave",1,3,21
"leave",1,3,72
"leave",1,4,72
"leave",1,1,59
"leave",1,5,34
"leave",1,3,67
"leave",1,1,43
"leave",1,4,21
"stay",0,4,59
"stay",0,3,20
"leave",1,3,22
"leave",1,3,31
"leave",1,NA,41
"stay",0,2,46
"leave",1,4,33
"leave",1,4,38
"leave",1,4,46
"stay",0,5,54
"stay",0,2,39
"leave",1,2,70
"leave",1,3,37
"leave",1,3,52
"leave",1,4,59
"stay",0,3,24
"stay",0,4,32
"stay",0,3,27
"leave",1,4,66
"leave",1,4,31
"stay",0,4,36
"leave",1,2,31
"stay",0,3,20
"stay",0,4,39
"leave",1,3,27
"leave",1,NA,45
"stay",0,4,60
"don't know",NA,4,45
"don't know",NA,4,34
"stay",0,3,20
"leave",1,2,39
"leave",1,4,51
"stay",0,4,22
"stay",0,NA,62
"stay",0,NA,18
"stay",0,5,43
"stay",0,5,47
"stay",0,5,23
"stay",0,4,26
"leave",1,3,38
"won't vote",NA,2,22
"stay",0,3,54
"stay",0,4,29
"stay",0,1,72
"stay",0,NA,41
"stay",0,2,37
"don't know",NA,2,43
"leave",1,NA,47
"stay",0,3,19
"leave",1,4,56
"stay",0,4,26
"leave",1,3,26
"stay",0,3,21
"leave",1,3,44
"stay",0,4,44
"leave",1,2,22
"don't know",NA,2,43
"stay",0,4,22
"stay",0,3,20
"leave",1,4,42
"stay",0,3,21
"leave",1,2,50
"leave",1,NA,56
"stay",0,5,57
"leave",1,1,73
"leave",1,2,30
"don't know",NA,3,22
"leave",1,2,48
"stay",0,4,37
"don't know",NA,3,26
"don't know",NA,1,45
"stay",0,5,24
"stay",0,4,23
"leave",1,2,27
"stay",0,4,21
"stay",0,2,31
"stay",0,3,20
"stay",0,4,25
"leave",1,4,26
"leave",1,NA,50
"stay",0,NA,18
"stay",0,4,34
"don't know",NA,4,48
"stay",0,4,31
"leave",1,2,50
"stay",0,3,20
"leave",1,3,59
"leave",1,4,52
"don't know",NA,1,68
"stay",0,5,29
"leave",1,1,66
"leave",1,NA,52
"leave",1,5,66
"leave",1,1,65
"leave",1,4,30
"stay",0,2,48
"stay",0,3,20
"leave",1,4,55
"stay",0,5,38
"stay",0,NA,29
"leave",1,2,65
"stay",0,4,23
"leave",1,2,44
"stay",0,3,56
"stay",0,5,76
"leave",1,NA,37
"leave",1,4,55
"leave",1,NA,63
"stay",0,4,54
"leave",1,2,53
"leave",1,4,44
"stay",0,4,21
"leave",1,4,25
"stay",0,3,45
"don't know",NA,2,59
"stay",0,3,29
"leave",1,4,68
"stay",0,3,20
"leave",1,1,48
"stay",0,3,36
"leave",1,4,26
"stay",0,3,52
"won't vote",NA,NA,34
"don't know",NA,3,50
"stay",0,5,34
"stay",0,3,21
"leave",1,2,58
"stay",0,5,28
"leave",1,2,35
"stay",0,2,52
"stay",0,3,21
"stay",0,1,70
"leave",1,2,50
"stay",0,5,46
"leave",1,5,47
"leave",1,NA,44
"stay",0,5,54
"stay",0,2,29
"leave",1,3,45
"stay",0,4,53
"stay",0,3,20
"leave",1,3,60
"won't vote",NA,2,47
"stay",0,1,38
"leave",1,4,23
"stay",0,NA,63
"won't vote",NA,NA,41
"leave",1,5,25
"leave",1,3,22
"stay",0,4,55
"stay",0,4,22
"stay",0,4,43
"don't know",NA,4,47
"stay",0,4,65
"leave",1,5,50
"leave",1,2,19
"leave",1,1,68
"stay",0,1,39
"leave",1,3,19
"stay",0,4,61
"leave",1,3,27
"leave",1,4,28
"won't vote",NA,2,32
"stay",0,4,37
"stay",0,5,46
"stay",0,4,54
"stay",0,2,54
"stay",0,3,23
"don't know",NA,4,36
"leave",1,2,37
"leave",1,5,29
"leave",1,1,58
"stay",0,5,24
"stay",0,3,18
"stay",0,NA,57
"stay",0,5,31
"leave",1,3,28
"stay",0,3,24
"stay",0,3,47
"leave",1,3,57
"stay",0,NA,47
"leave",1,3,20
"stay",0,4,22
"stay",0,2,62
"leave",1,2,46
"stay",0,2,59
"stay",0,5,26
"stay",0,3,48
"leave",1,2,74
"leave",1,NA,40
"stay",0,3,36
"leave",1,4,33
"leave",1,5,58
"leave",1,4,30
"leave",1,1,50
"stay",0,4,36
"stay",0,4,23
"stay",0,4,25
"stay",0,3,20
"stay",0,3,22
"leave",1,4,44
"leave",1,NA,20
"stay",0,NA,39
"stay",0,3,20
"leave",1,3,30
"leave",1,NA,30
"stay",0,3,40
"leave",1,2,71
"stay",0,4,61
"leave",1,3,18
"leave",1,NA,44
"stay",0,4,22
"leave",1,5,65
"stay",0,3,18
"don't know",NA,2,60
"leave",1,NA,76
"won't vote",NA,3,31
"don't know",NA,5,24
"don't know",NA,2,54
"stay",0,4,24
"leave",1,NA,56
"stay",0,2,29
"leave",1,3,22
"stay",0,3,20
"leave",1,3,49
"leave",1,2,43
"stay",0,3,21
"won't vote",NA,2,43
"stay",0,1,65
"leave",1,3,50
"leave",1,2,52
"leave",1,NA,50
"leave",1,4,41
"stay",0,NA,58
"stay",0,3,48
"stay",0,3,39
"stay",0,NA,49
"leave",1,2,58
"stay",0,NA,27
"leave",1,2,31
"stay",0,3,21
"stay",0,5,43
"leave",1,3,26
"stay",0,4,41
"don't know",NA,3,30
"leave",1,2,37
"leave",1,3,18
"don't know",NA,5,44
"stay",0,3,41
"stay",0,4,30
"stay",0,3,18
"stay",0,2,56
"stay",0,2,41
"stay",0,3,48
"leave",1,2,41
"don't know",NA,2,54
"stay",0,4,23
"stay",0,4,43
"stay",0,2,19
"stay",0,3,20
"leave",1,4,51
"stay",0,4,23
"stay",0,4,58
"stay",0,2,32
"leave",1,1,72
"leave",1,1,68
"stay",0,3,19
"stay",0,3,19
"stay",0,3,20
"don't know",NA,3,28
"stay",0,4,24
"stay",0,2,42
"stay",0,4,42
"stay",0,NA,46
"don't know",NA,3,30
"leave",1,2,44
"won't vote",NA,3,20
"stay",0,NA,25
"stay",0,4,32
"stay",0,4,39
"leave",1,2,59
"leave",1,NA,52
"stay",0,4,33
"leave",1,1,55
"stay",0,3,21
"leave",1,2,56
"leave",1,3,19
"leave",1,NA,20
"leave",1,NA,48
"stay",0,3,19
"stay",0,5,46
"stay",0,4,23
"stay",0,3,18
"stay",0,NA,44
"don't know",NA,4,43
"leave",1,2,40
"leave",1,5,49
"leave",1,5,71
"stay",0,4,54
"leave",1,4,32
"stay",0,4,53
"stay",0,3,21
"stay",0,3,21
"leave",1,3,56
"leave",1,4,24
"leave",1,4,54
"stay",0,4,61
"stay",0,4,26
"leave",1,NA,25
"stay",0,2,50
"leave",1,4,31
"stay",0,5,41
"leave",1,NA,43
"stay",0,4,26
"don't know",NA,4,33
"leave",1,2,49
"stay",0,3,18
"stay",0,2,37
"leave",1,4,64
"stay",0,4,55
"leave",1,3,71
"don't know",NA,NA,44
"leave",1,3,82
"leave",1,3,51
"stay",0,3,19
"don't know",NA,3,33
"stay",0,3,21
"stay",0,5,44
"stay",0,3,22
"stay",0,5,32
"stay",0,3,20
"leave",1,2,36
"leave",1,3,34
"don't know",NA,2,24
"leave",1,3,56
"stay",0,4,22
"stay",0,3,19
"stay",0,3,33
"stay",0,4,27
"leave",1,2,61
"stay",0,3,20
"stay",0,2,56
"leave",1,3,19
"stay",0,4,24
"stay",0,4,23
"leave",1,NA,19
"stay",0,3,20
"leave",1,2,68
"stay",0,3,19
"stay",0,5,52
"leave",1,4,45
"stay",0,2,59
